"","x"
"482",3
"483",1
"484",3
"485",3
"486",3
"487",3
"488",4
"489",3
"490",4
"491",4
"492",3
"493",2
"494",1
"495",3
"496",1
"497",3
"498",1
"499",1
"500",2
"501",4
"502",3
"503",4
"504",4
"505",1
"506",1
"507",3
"508",2
"509",4
"510",2
"511",3
"512",2
"513",3
"514",1
"515",1
"516",2
"517",3
"518",4
"519",1
"520",4
"521",4
"522",4
"523",4
"524",4
"525",1
"526",4
"527",4
"528",4
"529",3
"530",1
"531",1
"532",1
"533",2
"534",4
"535",1
"536",3
"537",3
"538",3
"539",3
"540",3
"541",1
"542",3
"543",2
"544",3
"545",3
"546",1
"547",1
"548",3
"549",1
"550",4
"551",4
"552",3
"553",2
"554",2
"555",3
"556",3
"557",1
"558",3
"559",4
"560",4
"561",3
"562",2
"563",4
"564",3
"565",4
"566",3
"567",1
"568",3
"569",2
"570",1
"571",1
"572",1
"573",4
"574",3
"575",3
"576",1
"577",3
"578",4
"579",3
"580",1
"581",1
"582",3
"583",4
"584",2
"585",3
"586",1
"587",1
"588",2
"589",3
"590",3
"591",4
"592",3
"593",1
"594",4
"595",3
"596",3
"597",3
"598",1
"599",1
"600",3
"601",1
"602",3
"603",3
"604",3
"605",3
"606",1
"607",2
"608",1
"609",4
"610",2
"611",1
"612",4
"613",1
"614",3
"615",3
"616",2
"617",3
"618",3
"619",3
"620",2
"621",2
"622",4
"623",1
"624",2
"625",1
"626",1
"627",1
"628",3
"629",1
"630",3
"631",3
"632",1
"633",2
"634",1
"635",2
"636",3
"637",3
"638",2
"639",3
"640",3
"641",3
"642",1
"643",1
"644",1
"645",4
"646",3
"647",4
"648",1
"649",3
"650",3
"651",1
"652",1
"653",3
"654",1
"655",1
"656",3
"657",2
"658",3
"659",4
"660",3
"661",3
"662",2
"663",4
"664",4
"665",3
"666",2
"667",1
"668",2
"669",4
"670",1
"671",3
"672",3
"673",2
"674",1
"675",1
"676",2
"677",2
"678",2
"679",3
"680",2
"681",2
"682",2
"683",1
"684",1
"685",3
"686",4
"687",1
"688",4
"689",4
"690",1
"691",4
"692",4
"693",4
"694",4
"695",1
"696",2
"697",1
"698",3
"699",2
"700",3
"701",4
"702",2
"703",1
"704",1
"705",3
"706",2
"707",3
"708",3
"709",3
"710",3
"711",3
"712",1
"713",3
"714",3
"715",2
"716",1
"717",2
"718",3
"719",1
"720",2
"721",1
"722",1
"723",3
"724",3
"725",1
"726",1
"727",4
"728",4
"729",4
"730",3
"731",2
"732",3
"733",4
"734",2
"735",3
"736",3
"737",1
"738",1
"739",2
"740",3
"741",1
"742",2
"743",1
"744",4
"745",2
"746",4
"747",3
"748",1
"749",4
"750",1
"751",4
"752",3
"753",2
"754",3
"755",3
"756",3
"757",3
"758",4
"759",3
"760",3
"761",3
"762",3
"763",1
"764",4
"765",1
"766",4
"767",1
"768",4
"769",4
"770",3
"771",3
"772",1
"773",1
"774",3
"775",1
"776",1
"777",4
"778",3
"779",4
"780",1
"781",1
"782",1
"783",3
"784",4
"785",4
"786",3
"787",1
"788",1
"789",1
"790",1
"791",2
"792",4
"793",4
"794",3
"795",1
"796",3
"797",4
"798",1
"799",3
"800",4
"801",1
"802",3
"803",4
"804",2
"805",1
"806",3
"807",4
"808",4
"809",1
"810",3
"811",3
"812",2
"813",4
"814",3
"815",3
"816",3
"817",3
"818",1
"819",4
"820",3
"821",3
"822",2
"823",3
"824",3
"825",1
"826",2
"827",2
"828",3
"829",1
"830",4
"831",4
"832",3
"833",1
"834",4
"835",1
"836",3
"837",3
"838",4
"839",1
"840",2
"841",4
"842",1
"843",2
"844",3
"845",3
"846",3
"847",3
"848",3
"849",3
"850",3
"851",3
"852",1
"853",1
"854",3
"855",3
"856",3
"857",3
"858",2
"859",1
"860",1
"861",1
"862",4
"863",4
"864",2
"865",3
"866",4
"867",4
"868",4
"869",1
"870",3
"871",4
"872",3
"873",3
"874",3
"875",1
"876",4
"877",1
"878",2
"879",3
"880",3
"881",2
"882",3
"883",3
"884",3
"885",3
"886",4
"887",1
"888",3
"889",3
"890",3
"891",4
"892",2
"893",1
"894",3
"895",3
"896",4
"897",3
"898",3
"899",3
"900",4
"901",3
"902",4
"903",4
"904",4
"905",1
"906",3
"907",4
"908",3
"909",4
"910",1
"911",3
"912",1
"913",1
"914",3
"915",2
"916",3
"917",1
"918",2
"919",1
"920",1
"921",3
"922",4
"923",4
"924",4
"925",2
"926",3
"927",3
"928",2
"929",1
"930",2
"931",4
"932",1
"933",4
"934",4
"935",4
"936",3
"937",1
"938",1
"939",3
"940",4
"941",3
"942",1
"943",4
"944",3
"945",3
"946",1
"947",3
"948",1
"949",2
"950",4
"951",3
"952",3
"953",3
"954",3
"955",2
"956",3
"957",1
"958",3
"959",2
"960",1
"961",3
"962",1
"963",2
"964",4
"965",2
"966",3
"967",1
"968",3
"969",2
"970",3
"971",1
"972",2
"973",1
"974",3
"975",1
"976",2
"977",4
"978",3
"979",1
"980",4
"981",3
"982",3
"983",4
"984",4
"985",2
"986",1
"987",3
"988",2
"989",4
"990",1
"991",2
"992",1
"993",1
"994",4
"995",2
"996",1
"997",1
"998",3
"999",3
"1000",3
"1001",4
"1002",3
"1003",1
"1004",1
"1005",4
"1006",1
"1007",4
"1008",3
"1009",3
"1010",2
"1011",4
"1012",3
"1013",1
"1014",3
"1015",1
"1016",4
"1017",3
"1018",1
"1019",1
"1020",3
"1021",4
"1022",3
"1023",4
"1024",3
"1025",4
"1026",3
"1027",2
"1028",4
"1029",3
"1030",3
"1031",1
"1032",3
"1033",3
"1034",4
"1035",4
"1036",3
"1037",3
"1038",4
"1039",1
"1040",4
"1041",4
"1042",3
"1043",3
"1044",3
"1045",3
"1046",4
"1047",4
"1048",2
"1049",2
"1050",1
"1051",4
"1052",2
"1053",3
"1054",4
"1055",2
"1056",3
"1057",4
"1058",1
"1059",2
"1060",4
"1061",2
"1062",2
"1063",2
"1064",2
"1065",4
"1066",3
"1067",4
"1068",4
"1069",3
"1070",3
"1071",2
"1072",3
"1073",1
"1074",3
"1075",4
"1076",4
"1077",1
"1078",3
"1079",3
"1080",2
"1081",4
"1082",3
"1083",3
"1084",1
"1085",4
"1086",3
"1087",4
"1088",3
"1089",3
"1090",3
"1091",3
"1092",3
"1093",3
"1094",3
"1095",3
"1096",1
"1097",4
"1098",4
"1099",3
"1100",3
"1101",3
"1102",4
"1103",3
"1104",4
"1105",3
"1106",3
"1107",4
"1108",1
"1109",4
"1110",4
"1111",3
"1112",3
"1113",3
"1114",3
"1115",3
"1116",1
"1117",4
"1118",3
"1119",1
"1120",2
"1121",3
"1122",3
"1123",3
"1124",3
"1125",1
"1126",2
"1127",3
"1128",3
"1129",2
"1130",1
"1131",4
"1132",3
"1133",3
"1134",2
"1135",3
"1136",3
"1137",2
"1138",4
"1139",4
"1140",2
"1141",4
"1142",3
"1143",3
"1144",1
"1145",2
"1146",4
"1147",1
"1148",1
"1149",3
"1150",3
"1151",3
"1152",3
"1153",4
"1154",3
"1155",1
"1156",1
"1157",2
"1158",3
"1159",2
"1160",1
"1161",3
"1162",2
"1163",3
"1164",3
"1165",1
"1166",3
"1167",2
"1168",3
"1169",4
"1170",2
"1171",4
"1172",3
"1173",2
"1174",1
"1175",3
"1176",3
"1177",1
"1178",3
"1179",4
"1180",1
"1181",2
"1182",3
"1183",3
"1184",4
"1185",3
"1186",1
"1187",3
"1188",3
"1189",3
"1190",1
"1191",3
"1192",1
"1193",2
"1194",3
"1195",2
"1196",4
"1197",3
"1198",3
"1199",3
"1200",2
"1201",3
"1202",3
"1203",1
"1204",1
"1205",3
"1206",4
"1207",2
"1208",3
"1209",3
"1210",2
"1211",4
"1212",3
"1213",2
"1214",2
"1215",4
"1216",4
"1217",1
"1218",2
"1219",1
"1220",4
"1221",3
"1222",3
"1223",4
"1224",4
"1225",4
"1226",3
"1227",3
"1228",4
"1229",3
"1230",1
"1231",3
"1232",1
"1233",4
"1234",1
"1235",3
"1236",4
"1237",1
"1238",4
"1239",3
"1240",2
"1241",2
"1242",3
"1243",2
"1244",1
"1245",1
"1246",1
"1247",3
"1248",2
"1249",3
"1250",1
"1251",1
"1252",2
"1253",3
"1254",3
"1255",3
"1256",1
"1257",3
"1258",1
"1259",3
"1260",4
"1261",3
"1262",1
"1263",3
"1264",3
"1265",1
"1266",4
"1267",3
"1268",1
"1269",1
"1270",1
"1271",3
"1272",4
"1273",1
"1274",3
"1275",4
"1276",3
"1277",4
"1278",1
"1279",3
"1280",1
"1281",3
"1282",4
"1283",1
"1284",4
"1285",2
"1286",4
"1287",2
"1288",3
"1289",3
"1290",3
"1291",3
"1292",3
"1293",1
"1294",3
"1295",2
"1296",1
"1297",3
"1298",4
"1299",3
"1300",1
"1301",2
"1302",4
"1303",4
"1304",3
"1305",1
"1306",1
"1307",3
"1308",3
"1309",3
"1310",3
"1311",3
"1312",3
"1313",3
"1314",1
"1315",4
"1316",3
"1317",1
"1318",3
"1319",3
"1320",3
"1321",3
"1322",4
"1323",3
"1324",3
"1325",3
"1326",1
"1327",3
"1328",3
"1329",4
"1330",2
"1331",4
"1332",3
"1333",2
"1334",2
"1335",1
"1336",4
"1337",3
"1338",3
"1339",1
"1340",4
"1341",4
"1342",2
"1343",4
"1344",3
"1345",1
"1346",4
"1347",1
"1348",2
"1349",3
"1350",4
"1351",2
"1352",3
"1353",3
"1354",1
"1355",2
"1356",3
"1357",3
"1358",2
"1359",1
"1360",3
"1361",3
"1362",3
"1363",2
"1364",1
"1365",1
"1366",3
"1367",3
"1368",3
"1369",4
"1370",3
"1371",1
"1372",1
"1373",4
"1374",4
"1375",4
"1376",2
"1377",3
"1378",2
"1379",3
"1380",2
"1381",2
"1382",3
"1383",3
"1384",1
"1385",2
"1386",1
"1387",4
"1388",4
"1389",3
"1390",3
"1391",1
"1392",3
"1393",2
"1394",3
"1395",4
"1396",3
"1397",1
"1398",2
"1399",4
"1400",3
"1401",3
"1402",4
"1403",3
"1404",3
"1405",3
"1406",4
"1407",2
"1408",4
"1409",1
"1410",3
"1411",1
"1412",3
"1413",2
"1414",3
"1415",3
"1416",3
"1417",3
"1418",1
"1419",3
"1420",3
"1421",3
"1422",1
"1423",3
"1424",3
"1425",1
"1426",4
"1427",1
"1428",3
"1429",1
"1430",4
"1431",2
"1432",2
"1433",1
"1434",3
"1435",1
"1436",3
"1437",3
"1438",3
"1439",3
"1440",1
"1441",1
"1442",1
"1443",1
"1444",4
"1445",3
"1446",2
"1447",3
"1448",2
"1449",2
"1450",1
"1451",2
"1452",3
"1453",1
"1454",3
"1455",3
"1456",3
"1457",1
"1458",3
"1459",4
"1460",2
"1461",2
"1462",2
"1463",4
"1464",1
"1465",2
"1466",4
"1467",1
"1468",3
"1469",2
"1470",4
"1471",4
"1472",4
"1473",3
"1474",3
"1475",4
"1476",2
"1477",4
"1478",1
"1479",3
"1480",3
"1481",3
"1482",1
"1483",1
"1484",1
"1485",3
"1486",3
"1487",1
"1488",1
"1489",3
"1490",2
"1491",1
"1492",4
"1493",2
"1494",3
"1495",2
"1496",3
"1497",4
"1498",3
"1499",3
"1500",3
"1501",3
"1502",3
"1503",4
"1504",1
"1505",2
"1506",3
"1507",2
"1508",3
"1509",4
"1510",3
"1511",1
"1512",3
"1513",1
"1514",1
"1515",3
"1516",1
"1517",2
"1518",3
"1519",1
"1520",3
"1521",4
"1522",3
"1523",1
"1524",1
"1525",3
"1526",1
"1527",4
"1528",3
"1529",2
"1530",4
"1531",1
"1532",1
"1533",3
"1534",3
"1535",3
"1536",4
"1537",2
"1538",4
"1539",3
"1540",1
"1541",3
"1542",4
"1543",2
"1544",1
"1545",4
"1546",3
"1547",2
"1548",3
"1549",3
"1550",2
"1551",3
"1552",1
"1553",3
"1554",3
"1555",4
"1556",2
"1557",3
"1558",3
"1559",3
"1560",1
"1561",2
"1562",4
"1563",4
"1564",3
"1565",4
"1566",3
"1567",4
"1568",2
"1569",1
"1570",2
"1571",3
"1572",1
"1573",3
"1574",3
"1575",1
"1576",3
"1577",3
"1578",2
"1579",1
"1580",3
"1581",4
"1582",3
"1583",4
"1584",2
"1585",4
"1586",2
"1587",3
"1588",3
"1589",4
"1590",3
"1591",2
"1592",1
"1593",2
"1594",2
"1595",3
"1596",3
"1597",2
"1598",4
"1599",1
"1600",3
"1601",4
"1602",2
"1603",2
"1604",2
"1605",3
"1606",1
"1607",4
"1608",3
"1609",3
"1610",1
"1611",1
"1612",3
"1613",3
"1614",4
"1615",1
"1616",4
"1617",4
"1618",3
"1619",1
"1620",3
"1621",1
"1622",3
"1623",4
"1624",2
"1625",3
"1626",1
"1627",2
"1628",3
"1629",4
"1630",1
"1631",4
"1632",3
"1633",3
"1634",3
"1635",3
"1636",2
"1637",3
"1638",3
"1639",3
"1640",4
"1641",1
"1642",1
"1643",3
"1644",3
"1645",3
"1646",1
"1647",4
"1648",3
"1649",1
"1650",4
"1651",3
"1652",3
"1653",3
"1654",3
"1655",3
"1656",3
"1657",3
"1658",1
"1659",2
"1660",3
"1661",3
"1662",3
"1663",4
"1664",3
"1665",3
"1666",4
"1667",4
"1668",3
"1669",4
"1670",4
"1671",3
"1672",4
"1673",3
"1674",1
"1675",3
"1676",4
"1677",1
"1678",1
"1679",4
"1680",3
"1681",1
"1682",3
"1683",4
"1684",3
"1685",1
"1686",3
"1687",1
"1688",3
"1689",1
"1690",2
"1691",4
"1692",3
"1693",4
"1694",1
"1695",3
"1696",3
"1697",3
"1698",1
"1699",3
"1700",3
"1701",1
"1702",2
"1703",3
"1704",3
"1705",1
"1706",1
"1707",4
"1708",4
"1709",4
"1710",3
"1711",1
"1712",2
"1713",2
"1714",3
"1715",3
"1716",4
"1717",1
"1718",2
"1719",1
"1720",4
"1721",1
"1722",1
"1723",3
"1724",3
"1725",3
"1726",3
"1727",4
"1728",3
"1729",4
"1730",3
"1731",3
"1732",1
"1733",2
"1734",3
"1735",1
"1736",3
"1737",2
"1738",1
"1739",4
"1740",4
"1741",1
"1742",2
"1743",1
"1744",2
"1745",3
"1746",1
"1747",2
"1748",2
"1749",4
"1750",1
"1751",1
"1752",1
"1753",3
"1754",4
"1755",4
"1756",2
"1757",3
"1758",1
"1759",1
"1760",2
"1761",3
"1762",1
"1763",3
"1764",1
"1765",1
"1766",3
"1767",1
"1768",3
"1769",2
"1770",3
"1771",3
"1772",3
"1773",3
"1774",1
"1775",3
"1776",4
"1777",4
"1778",2
"1779",4
"1780",1
"1781",3
"1782",4
"1783",4
"1784",3
"1785",4
"1786",3
"1787",1
"1788",3
"1789",1
"1790",2
"1791",1
"1792",2
"1793",4
"1794",4
"1795",3
"1796",3
"1797",4
"1798",2
"1799",3
"1800",3
"1801",3
"1802",1
"1803",3
"1804",3
"1805",3
"1806",1
"1807",3
"1808",3
"1809",1
"1810",3
"1811",3
"1812",3
"1813",2
"1814",2
"1815",1
"1816",4
"1817",1
"1818",3
"1819",3
"1820",3
"1821",1
"1822",3
"1823",1
"1824",1
"1825",4
"1826",1
"1827",2
"1828",3
"1829",3
"1830",1
"1831",4
"1832",4
"1833",3
"1834",2
"1835",3
"1836",3
"1837",3
"1838",3
"1839",3
"1840",1
"1841",4
"1842",3
"1843",3
"1844",3
"1845",4
"1846",4
"1847",2
"1848",3
"1849",3
"1850",3
"1851",1
"1852",3
"1853",1
"1854",2
"1855",3
"1856",1
"1857",2
"1858",3
"1859",3
"1860",3
"1861",3
"1862",3
"1863",4
"1864",3
"1865",4
"1866",2
"1867",3
"1868",1
"1869",3
"1870",3
"1871",4
"1872",3
"1873",1
"1874",3
"1875",3
"1876",2
"1877",4
"1878",1
"1879",2
"1880",4
"1881",3
"1882",1
"1883",3
"1884",1
"1885",3
"1886",3
"1887",1
"1888",1
"1889",3
"1890",3
"1891",1
"1892",1
"1893",4
"1894",3
"1895",3
"1896",1
"1897",3
"1898",1
"1899",4
"1900",1
"1901",1
"1902",1
"1903",1
"1904",4
"1905",2
"1906",1
"1907",3
"1908",4
"1909",3
"1910",4
"1911",2
"1912",1
"1913",2
"1914",4
"1915",2
"1916",1
"1917",4
"1918",4
"1919",1
"1920",3
"1921",3
"1922",4
"1923",4
"1924",1
"1925",1
"1926",3
"1927",4
"1928",3
"1929",3
"1930",4
"1931",4
"1932",3
"1933",1
"1934",1
"1935",2
"1936",4
"1937",1
"1938",1
"1939",3
"1940",3
"1941",3
"1942",1
"1943",3
"1944",3
"1945",3
"1946",4
"1947",3
"1948",2
"1949",3
"1950",1
"1951",2
"1952",3
"1953",3
"1954",1
"1955",1
"1956",1
"1957",1
"1958",3
"1959",3
"1960",4
"1961",3
"1962",1
"1963",3
"1964",1
"1965",1
"1966",3
"1967",4
"1968",3
"1969",3
"1970",4
"1971",3
"1972",3
"1973",1
"1974",3
"1975",3
"1976",4
"1977",3
"1978",1
"1979",3
"1980",3
"1981",1
"1982",3
"1983",2
"1984",4
"1985",1
"1986",1
"1987",3
"1988",2
"1989",3
"1990",3
"1991",1
"1992",3
"1993",2
"1994",1
"1995",2
"1996",4
"1997",3
"1998",3
"1999",3
"2000",3
"2001",1
"2002",4
"2003",3
"2004",1
"2005",3
"2006",3
"2007",3
"2008",4
"2009",3
"2010",3
"2011",1
"2012",3
"2013",3
"2014",3
"2015",1
"2016",3
"2017",2
"2018",3
"2019",3
"2020",1
"2021",3
"2022",1
"2023",3
"2024",3
"2025",3
"2026",3
"2027",2
"2028",1
"2029",1
"2030",3
"2031",3
"2032",2
"2033",1
"2034",3
"2035",3
"2036",4
"2037",1
"2038",3
"2039",3
"2040",4
"2041",1
"2042",4
"2043",3
"2044",4
"2045",4
"2046",1
"2047",4
"2048",3
"2049",3
"2050",2
"2051",3
"2052",1
"2053",3
"2054",2
"2055",4
"2056",1
"2057",3
"2058",3
"2059",1
"2060",3
"2061",2
"2062",4
"2063",3
"2064",4
"2065",3
"2066",3
"2067",3
"2068",3
"2069",3
"2070",2
"2071",1
"2072",1
"2073",3
"2074",3
"2075",4
"2076",3
"2077",1
"2078",2
"2079",3
"2080",1
"2081",3
"2082",3
"2083",3
"2084",2
"2085",4
"2086",4
"2087",3
"2088",3
"2089",3
"2090",2
"2091",2
"2092",3
"2093",1
"2094",1
"2095",3
"2096",3
"2097",4
"2098",3
"2099",4
"2100",4
"2101",3
"2102",4
"2103",3
"2104",3
"2105",3
"2106",4
"2107",1
"2108",1
"2109",4
"2110",1
"2111",4
"2112",3
"2113",1
"2114",4
"2115",3
"2116",3
"2117",1
"2118",4
"2119",3
"2120",1
"2121",3
"2122",3
"2123",3
"2124",3
"2125",1
"2126",4
"2127",3
"2128",4
"2129",3
"2130",3
"2131",4
"2132",2
"2133",4
"2134",3
"2135",3
"2136",3
"2137",4
"2138",2
"2139",1
"2140",4
"2141",2
"2142",3
"2143",4
"2144",4
"2145",4
"2146",3
"2147",4
"2148",3
"2149",3
"2150",3
"2151",2
"2152",3
"2153",1
"2154",3
"2155",3
"2156",3
"2157",3
"2158",3
"2159",1
"2160",3
"2161",1
"2162",1
"2163",4
"2164",3
"2165",4
"2166",3
"2167",1
"2168",3
"2169",1
"2170",1
"2171",3
"2172",3
"2173",4
"2174",3
"2175",4
"2176",1
"2177",3
"2178",3
"2179",3
"2180",1
"2181",3
"2182",3
"2183",1
"2184",3
"2185",1
"2186",3
"2187",3
"2188",1
"2189",1
"2190",1
"2191",1
"2192",1
"2193",3
"2194",3
"2195",3
"2196",3
"2197",3
"2198",1
"2199",4
"2200",3
"2201",4
"2202",2
"2203",3
"2204",3
"2205",3
"2206",3
"2207",3
"2208",1
"2209",3
"2210",1
"2211",2
"2212",3
"2213",3
"2214",1
"2215",1
"2216",4
"2217",3
"2218",3
"2219",4
"2220",3
"2221",4
"2222",3
"2223",3
"2224",2
"2225",3
"2226",2
"2227",4
"2228",2
"2229",1
"2230",4
"2231",3
"2232",3
"2233",4
"2234",3
"2235",3
"2236",4
"2237",4
"2238",3
"2239",1
"2240",1
"2241",4
"2242",4
"2243",1
"2244",3
"2245",3
"2246",3
"2247",3
"2248",3
"2249",4
"2250",3
"2251",3
"2252",3
"2253",4
"2254",3
"2255",3
"2256",3
"2257",3
"2258",1
"2259",1
"2260",3
"2261",1
"2262",3
"2263",1
"2264",3
"2265",3
"2266",4
"2267",4
"2268",2
"2269",3
"2270",3
"2271",3
"2272",2
"2273",1
"2274",4
"2275",1
"2276",4
"2277",3
"2278",4
"2279",4
"2280",3
"2281",4
"2282",4
"2283",4
"2284",3
"2285",3
"2286",3
"2287",2
"2288",3
"2289",4
"2290",3
"2291",1
"2292",1
"2293",2
"2294",4
"2295",3
"2296",1
"2297",1
"2298",3
"2299",3
"2300",3
"2301",4
"2302",3
"2303",2
"2304",2
"2305",4
"2306",4
"2307",3
"2308",2
"2309",2
"2310",3
"2311",3
"2312",1
"2313",4
"2314",4
"2315",3
"2316",2
"2317",3
"2318",3
"2319",1
"2320",3
"2321",3
"2322",3
"2323",3
"2324",2
"2325",3
"2326",2
"2327",3
"2328",4
"2329",3
"2330",1
"2331",3
"2332",1
"2333",3
"2334",3
"2335",1
"2336",4
"2337",3
"2338",3
"2339",3
"2340",4
"2341",2
"2342",3
"2343",1
"2344",1
"2345",4
"2346",1
"2347",3
"2348",1
"2349",1
"2350",4
"2351",1
"2352",3
"2353",3
"2354",1
"2355",3
"2356",3
"2357",2
"2358",2
"2359",3
"2360",1
"2361",1
"2362",4
"2363",4
"2364",2
"2365",1
"2366",3
"2367",4
"2368",3
"2369",4
"2370",4
"2371",3
"2372",4
"2373",1
"2374",2
"2375",4
"2376",4
"2377",1
"2378",3
"2379",3
"2380",2
"2381",4
"2382",3
"2383",3
"2384",1
"2385",3
"2386",1
"2387",4
"2388",3
"2389",4
"2390",3
"2391",3
"2392",1
"2393",3
"2394",1
"2395",3
"2396",3
"2397",2
"2398",4
"2399",4
"2400",3
"2401",1
"2402",4
"2403",3
"2404",2
"2405",4
"2406",2
"2407",1
"2408",3
"2409",3
"2410",1
"2411",3
"2412",2
"2413",2
"2414",3
"2415",3
"2416",1
"2417",1
"2418",3
"2419",2
"2420",3
"2421",1
"2422",3
"2423",1
"2424",2
"2425",3
"2426",1
"2427",3
"2428",3
"2429",2
"2430",1
"2431",4
"2432",4
"2433",2
"2434",4
"2435",1
"2436",3
"2437",2
"2438",4
"2439",3
"2440",3
"2441",4
"2442",3
"2443",1
"2444",2
"2445",3
"2446",4
"2447",1
"2448",2
"2449",1
"2450",2
"2451",1
"2452",1
"2453",3
"2454",2
"2455",3
"2456",1
"2457",3
"2458",2
"2459",4
"2460",2
"2461",3
"2462",4
"2463",3
"2464",1
"2465",3
"2466",3
"2467",1
"2468",4
"2469",3
"2470",3
"2471",3
"2472",1
"2473",2
"2474",1
"2475",3
"2476",2
"2477",1
"2478",4
"2479",3
"2480",3
"2481",4
"2482",3
"2483",1
"2484",4
"2485",4
"2486",3
"2487",4
"2488",1
"2489",2
"2490",3
"2491",3
"2492",3
"2493",4
"2494",1
"2495",3
"2496",3
"2497",2
"2498",4
